test_label,NCD,train_labels
55529,0.551282;0.562500;0.564103;0.564103;0.564103;0.567901;0.569620;0.569620;0.575000;0.575000;0.576923;0.576923;0.576923;0.576923;0.582278;0.582278;0.582278;0.587500;0.587500;0.587500;0.587500;0.587500;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.592593;0.592593;0.592593;0.592593;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.597561;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.602564;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.609756;0.609756;0.609756;0.609756;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.615385;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.621951;0.625000;0.625000;0.625000;0.625000;0.625000;0.625000;0.625000;0.625000;0.625000;0.625000;0.628205;0.628205;0.628205;0.628205;0.628205;0.628205;0.628205;0.632911;0.632911;0.632911;0.632911;0.632911;0.632911;0.632911;0.634146;0.637500;0.637500;0.637500;0.637500;0.637500;0.641026;0.641026;0.641026;0.641026;0.641026;0.641026;0.641026;0.641975;0.645570;0.645570;0.650000;0.653846;0.653846;0.653846;0.653846;0.653846;0.653846;0.666667,2157;2157;2;2;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2;2157;2;2;2;2;2157;2157;2157;2;2;2157;2157;2157;2;2157;2157;2157;2157;2157;2;2157;2157;2;2157;2;2;2157;2157;2157;2157;2157;2;2;2;2;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2;2157;2;2;2;2;2;2;2157;2;2;2157;2157;2157;2157;2157;2157;2;2;2;2;2157;2157;2;2;2;2;2;2;2;2157;2157;2;2;2;2;2;2157;2157;2157;2157;2;2;2;2157;2157;2157;2157;2157;2;2157;2157;2;2;2;2157;2;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2;2;2;2;2157;2;2;2;2;2;2;2;2157;2;2157;2157;2157;2;2;2;2;2;2157;2;2;2157;2157;2;2;2;2;2;2;2157;2;2157;2157;2;2;2157;2;2157;2;2157;2157;2;2157;2157
55529,0.530864;0.531646;0.550000;0.555556;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.560976;0.562500;0.562500;0.562500;0.567901;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.573171;0.573171;0.573171;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.580247;0.580247;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.597561;0.597561;0.597561;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.604938;0.604938;0.604938;0.604938;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.612500;0.612500;0.612500;0.617284;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.620253;0.625000;0.625000;0.632911;0.632911;0.632911;0.632911;0.645570;0.645570;0.658228,2157;2157;2157;2157;2157;2157;2;2;2157;2157;2157;2;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2;2;2;2;2;2;2157;2157;2157;2157;2;2;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2157;2157;2157;2157;2;2;2;2;2;2;2;2157;2157;2157;2;2;2;2;2;2;2;2;2157;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2157;2;2;2;2;2157;2;2157;2157;2;2157;2157;2;2;2;2157;2;2;2;2157;2157;2;2;2;2;2157;2157;2157;2157;2;2;2;2157;2;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2;2;2;2;2;2;2157;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2;2;2;2;2157;2157
55529,0.525000;0.531646;0.537500;0.544304;0.550000;0.550000;0.555556;0.556962;0.556962;0.560976;0.560976;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.567901;0.567901;0.567901;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.573171;0.573171;0.573171;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.585366;0.585366;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.592593;0.592593;0.592593;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.604938;0.604938;0.604938;0.604938;0.604938;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.612500;0.612500;0.612500;0.612500;0.612500;0.612500;0.620253;0.620253;0.620253;0.620253;0.625000;0.632911;0.632911;0.632911;0.632911;0.645570;0.658228;0.658228,2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2;2;2;2;2;2157;2157;2157;2157;2157;2;2;2;2;2157;2157;2157;2;2157;2;2;2;2;2157;2;2;2;2;2157;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2157;2;2157;2;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2157;2157;2;2157;2157;2157;2;2;2157;2;2157;2157;2;2;2;2;2;2;2157;2157;2;2;2;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2157;2157;2;2;2;2;2;2;2;2;2;2;2157;2;2;2157;2157;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2157;2;2;2157;2157;2;2157;2;2157;2;2157;2157;2157
55529,0.512500;0.512821;0.512821;0.512821;0.512821;0.518987;0.525000;0.525000;0.525000;0.525000;0.525000;0.525000;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.530864;0.530864;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.537500;0.537500;0.537500;0.537500;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.543210;0.543210;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.548780;0.548780;0.550000;0.550000;0.550000;0.550000;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.555556;0.555556;0.555556;0.555556;0.555556;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.560976;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.567901;0.567901;0.567901;0.567901;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.573171;0.573171;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.580247;0.580247;0.580247;0.580247;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.585366;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.592593;0.594937;0.594937;0.594937;0.594937;0.597561;0.600000;0.600000;0.600000;0.600000;0.600000;0.602564;0.602564;0.602564;0.602564;0.607595;0.607595;0.607595;0.607595;0.612500;0.615385;0.617284;0.620253;0.628205;0.628205;0.628205;0.641026;0.641026,2157;2157;2157;2157;2157;2157;2;2;2157;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2;2157;2157;2;2157;2157;2157;2157;2;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2;2;2157;2;2;2;2;2;2157;2;2;2;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2157;2157;2157;2157;2157;2;2157;2;2;2;2;2;2157;2;2157;2157;2157;2157;2157;2157;2;2157;2;2;2;2157;2157;2157;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2;2;2;2157;2157;2;2;2;2157;2157;2157;2157;2;2157;2;2;2157;2157;2157;2;2;2;2;2;2;2157;2;2;2;2;2;2157;2;2;2157;2157;2157;2;2;2;2;2;2;2157;2;2157;2157;2157;2157;2;2;2;2;2157;2;2;2;2;2;2;2;2157;2157;2157;2157;2;2157;2;2;2;2;2157;2;2;2;2;2
55529,0.500000;0.506329;0.512500;0.513158;0.519481;0.519481;0.519481;0.525000;0.525641;0.525641;0.526316;0.526316;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.532468;0.532468;0.532468;0.532468;0.532468;0.537500;0.537500;0.537500;0.537500;0.537500;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.539474;0.543210;0.543210;0.543210;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.545455;0.545455;0.545455;0.548780;0.550000;0.550000;0.550000;0.550000;0.550000;0.551282;0.551282;0.551282;0.552632;0.552632;0.552632;0.555556;0.555556;0.555556;0.555556;0.555556;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.558442;0.558442;0.558442;0.558442;0.558442;0.558442;0.560976;0.560976;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.565789;0.565789;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.571429;0.571429;0.573171;0.573171;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.578947;0.580247;0.580247;0.580247;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.584416;0.584416;0.585366;0.585366;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.589744;0.589744;0.589744;0.589744;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.600000;0.600000;0.600000;0.602564;0.602564;0.602564;0.607595;0.607595;0.607595;0.612500;0.644737,2157;2157;2157;2;2;2157;2157;2157;2;2157;2157;2157;2157;2;2157;2157;2157;2157;2157;2157;2;2157;2157;2;2157;2157;2;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2;2;2;2;2157;2157;2157;2;2157;2;2;2;2157;2;2157;2;2;2157;2157;2;2157;2157;2157;2;2;2;2;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2;2;2157;2;2157;2;2;2;2;2;2;2157;2157;2;2157;2;2;2157;2;2157;2157;2157;2157;2;2;2;2;2;2;2157;2;2;2157;2;2;2157;2;2157;2;2157;2;2157;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2157;2157;2157;2;2157;2;2;2157;2;2;2157;2;2;2157;2157;2157;2;2157;2;2;2;2;2;2;2;2;2157;2;2;2;2;2157;2157;2;2;2;2;2;2;2;2;2;2;2157;2;2;2;2157;2;2157;2;2157
55529,0.506494;0.512500;0.519481;0.525000;0.525641;0.525641;0.530864;0.531646;0.531646;0.531646;0.532468;0.532468;0.537500;0.537500;0.538462;0.538462;0.543210;0.544304;0.544304;0.545455;0.545455;0.545455;0.545455;0.550000;0.550000;0.550000;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.555556;0.555556;0.555556;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.558442;0.558442;0.558442;0.558442;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.567901;0.567901;0.567901;0.567901;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.571429;0.571429;0.571429;0.571429;0.573171;0.573171;0.573171;0.573171;0.573171;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.582278;0.582278;0.582278;0.582278;0.584416;0.584416;0.584416;0.584416;0.584416;0.584416;0.584416;0.584416;0.584416;0.584416;0.584416;0.585366;0.585366;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.592593;0.592593;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.597403;0.597403;0.597403;0.597403;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.602564;0.604938;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.610390;0.612500;0.612500;0.612500;0.612500;0.615385;0.615385;0.620253;0.620253;0.628205;0.649351,2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2;2157;2;2157;2157;2157;2157;2157;2;2;2;2157;2157;2157;2;2;2;2157;2157;2157;2157;2;2;2;2157;2;2;2157;2157;2157;2157;2;2;2157;2;2;2;2157;2;2157;2157;2;2;2;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2157;2;2157;2157;2157;2;2157;2157;2157;2;2;2;2;2;2157;2157;2;2;2;2;2;2157;2;2157;2157;2;2157;2157;2157;2;2;2;2;2;2;2;2;2;2157;2;2157;2157;2;2;2157;2157;2157;2;2;2;2157;2157;2157;2157;2157;2157;2;2;2;2;2157;2;2;2;2;2;2;2;2;2;2157;2157;2;2157;2157;2;2157;2;2;2;2;2157;2157;2;2;2;2157;2157;2;2157;2;2;2157;2157;2;2157;2;2;2157;2157;2;2;2157;2;2;2157;2;2157;2;2;2;2157;2;2;2;2;2;2;2;2157
55529,0.506329;0.525000;0.531646;0.532468;0.533333;0.538462;0.538462;0.539474;0.544304;0.544304;0.545455;0.545455;0.551282;0.551282;0.555556;0.556962;0.558442;0.558442;0.558442;0.558442;0.558442;0.558442;0.560000;0.560000;0.560976;0.562500;0.562500;0.562500;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.569620;0.569620;0.569620;0.571429;0.571429;0.571429;0.573333;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.580247;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.584416;0.584416;0.584416;0.584416;0.585366;0.586667;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.592105;0.592105;0.592105;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.594937;0.597403;0.597403;0.597403;0.597561;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.600000;0.602564;0.602564;0.602564;0.602564;0.604938;0.605263;0.605263;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.607595;0.609756;0.609756;0.610390;0.612500;0.612500;0.612500;0.612500;0.615385;0.615385;0.615385;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.620253;0.620253;0.620253;0.620253;0.620253;0.621951;0.621951;0.623377;0.625000;0.625000;0.625000;0.628205;0.629630;0.629630;0.632911;0.632911;0.637500;0.640000;0.641026;0.641026;0.641026;0.653846;0.653846,2157;2157;2157;2157;2;2157;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2;2157;2157;2157;2157;2157;2;2157;2157;2157;2;2157;2157;2;2157;2157;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2;2;2157;2;2157;2157;2157;2157;2;2157;2157;2157;2;2;2;2;2157;2157;2;2;2157;2;2;2157;2;2;2;2;2;2157;2;2;2157;2;2;2157;2;2;2;2;2;2;2157;2;2157;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2157;2157;2;2;2;2;2;2157;2;2;2;2;2;2;2;2157;2157;2157;2;2157;2;2157;2157;2157;2;2157;2157;2;2;2;2;2;2;2;2157;2157;2157;2;2157;2;2157;2;2;2157;2;2;2;2;2;2;2;2;2;2;2;2;2;2157;2157;2;2;2;2;2;2;2157;2;2;2157;2;2;2157;2157;2;2157;2;2
55529,0.487179;0.493671;0.500000;0.500000;0.500000;0.506329;0.512500;0.512500;0.512821;0.518519;0.518519;0.518519;0.518987;0.518987;0.518987;0.525000;0.525000;0.525000;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.525641;0.530864;0.530864;0.530864;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.531646;0.536585;0.537500;0.537500;0.537500;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.538462;0.543210;0.543210;0.544304;0.544304;0.544304;0.544304;0.544304;0.544304;0.548780;0.548780;0.550000;0.550000;0.550000;0.550000;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.551282;0.555556;0.555556;0.555556;0.555556;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.556962;0.560976;0.560976;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.562500;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.564103;0.567901;0.567901;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.569620;0.573171;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.575000;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.576923;0.580247;0.582278;0.582278;0.582278;0.582278;0.582278;0.582278;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.587500;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.589744;0.592593;0.592593;0.592593;0.594937;0.597561;0.600000;0.600000;0.600000;0.602564;0.602564;0.604938;0.607595;0.607595;0.612500;0.612500;0.612500,2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2;2;2;2157;2157;2;2;2157;2;2;2157;2157;2157;2;2;2;2157;2157;2157;2157;2157;2;2;2;2;2157;2157;2;2;2;2157;2157;2;2;2;2;2157;2157;2157;2;2;2;2;2;2157;2;2;2157;2;2;2;2157;2;2;2157;2157;2157;2;2;2;2;2;2;2157;2157;2;2;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2;2;2157;2157;2157;2;2;2;2157;2;2157;2157;2;2;2;2;2;2;2157;2;2;2;2;2;2;2157;2;2;2;2;2;2;2157;2157;2157;2157;2;2;2;2157;2;2;2;2157;2157;2157;2;2;2157;2;2157;2
55529,0.530864;0.530864;0.536585;0.543210;0.543210;0.543210;0.543210;0.543210;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.555556;0.560976;0.560976;0.560976;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.567901;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.580247;0.585366;0.585366;0.585366;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.592593;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.604938;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.617284;0.629630;0.629630;0.641975;0.666667,2157;2157;2;2;2157;2157;2157;2;2157;2157;2157;2157;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2157;2;2157;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2;2157;2157;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2157;2;2;2157;2157;2;2;2;2157;2157;2157;2;2;2;2;2;2;2157;2157;2;2;2157;2157;2157;2;2;2;2157;2157;2157;2157;2157;2157;2;2;2157;2;2157;2157;2;2157;2;2157;2;2157
